#He	V	#exp(-EHe)
75	40	5.1953047187052312E-03
76	40	6.1580198871688972E-03
77	40	6.8740625574962482E-03
78	40	7.3724883313680120E-03
79	40	6.2199090159425728E-03
80	40	6.6045267093148112E-03
81	40	8.1478596976799888E-03
82	40	7.5970140275775670E-03
83	40	8.1478596976799888E-03
84	40	7.2265032813764625E-03
85	40	8.7386461854732905E-03
86	40	6.3455595129091160E-03
87	40	8.5656093974980606E-03
88	40	7.1545983723145792E-03
89	40	6.6709033062552743E-03
90	40	7.8283775492257734E-03
91	40	8.3959989674914706E-03
92	40	6.9431480347461145E-03
93	40	1.0254896296404022E-02
94	40	9.0047775824365593E-03
95	40	1.4122302410163962E-02
96	40	7.9070540515934415E-03
97	40	9.8527960611872571E-03
98	40	1.1447315850505711E-02
99	40	8.0667871390996144E-03
100	40	9.9518183078484198E-03
101	40	2.3283740374897010E-02
102	40	6.9431480347461145E-03
103	40	9.5616019305435045E-03
104	40	1.7249019115346279E-02
105	40	7.5214224749932702E-03
106	40	1.0889023668554451E-02
107	40	8.1478596976799888E-03
108	40	8.9151785484395535E-03
109	40	3.5084354100845025E-02
110	40	4.8927537252394758E-03
111	40	1.1678566970395442E-02
112	40	1.4122302410163962E-02
113	40	1.3433549594245314E-02
114	40	7.7504838911366921E-03
115	40	1.1220643809589084E-02
116	40	1.2034232284723775E-02
117	40	1.3036528203437736E-02
118	40	1.2034232284723775E-02
119	40	9.7547591023429032E-03
120	40	1.3704925297364945E-02
121	40	1.4995576820477703E-02
122	40	1.0889023668554451E-02
123	40	1.2155178329914935E-02
124	40	1.9448214745385391E-02
125	40	9.3722695270060576E-03
126	40	1.3036528203437736E-02
127	40	1.5298507566725518E-02
128	40	1.5146284873046980E-02
129	40	1.6572675401761255E-02
130	40	1.3167547490079751E-02
131	40	1.5146284873046980E-02
132	40	1.5922851504511698E-02
133	40	1.3568559012200934E-02
134	40	1.7249019115346279E-02
135	40	2.0445346037937653E-02
136	40	1.4995576820477703E-02
137	40	1.6082878822588433E-02
138	40	1.5146284873046980E-02
139	40	1.9643672553065292E-02
140	40	1.4995576820477703E-02
141	40	1.6907465652705279E-02
142	40	3.0197383422318501E-02
143	40	9.6576976275377768E-03
144	40	2.1067999523041434E-02
145	40	2.2822691425092981E-02
146	40	1.1108996538242306E-02
147	40	1.4995576820477703E-02
148	40	2.1067999523041434E-02
149	40	1.9063114291611637E-02
150	40	1.7249019115346279E-02
151	40	1.6907465652705279E-02
152	40	2.5222974835227212E-02
153	40	1.4122302410163962E-02
154	40	2.2148178957037315E-02
155	40	1.3036528203437736E-02
156	40	5.0792833864898503E-02
157	40	6.5388105705490637E-03
158	40	1.9254701775386920E-02
159	40	2.0858369425214716E-02
160	40	1.7422374639493515E-02
161	40	2.3517745856009107E-02
162	40	2.0650825181712566E-02
163	40	2.1067999523041434E-02
164	40	3.5793105067655297E-02
165	40	1.5764416484854486E-02
166	40	3.5793105067655297E-02
167	40	1.2651240568005305E-02
168	40	3.4047454734599344E-02
169	40	1.7952964939502866E-02
170	40	2.0445346037937653E-02
171	40	2.1279736438377168E-02
172	40	3.1117030661060859E-02
173	40	6.5388105705490637E-03
174	40	2.7875698255247015E-02
175	40	3.9955058260653896E-02
176	40	1.2651240568005305E-02
177	40	2.8155853680300106E-02
178	40	1.7774329953659442E-02
179	40	2.5222974835227212E-02
180	40	1.1108996538242306E-02
181	40	2.8438824714184505E-02
182	40	8.0459606749532439E-02
183	40	5.0924307926991904E-03
184	40	3.3041200375886932E-02
185	40	1.4552390548416123E-02
186	40	2.1279736438377168E-02
187	40	3.1117030661060859E-02
188	40	1.9254701775386920E-02
189	40	2.7598330423249287E-02
190	40	3.3373269960326080E-02
191	40	2.1067999523041434E-02
192	40	1.4552390548416123E-02
193	40	3.2386940772907040E-02
194	40	1.8873433135151486E-02
195	40	2.3283740374897010E-02
196	40	2.5476469946681016E-02
197	40	3.2064685327860769E-02
198	40	3.2712434939019819E-02
199	40	7.5020040085326978E-02
200	40	7.5970140275775670E-03
201	40	2.4972002042276155E-02
0	41	0.000E+000
1	41	2.1122532717327142E-03
2	41	2.1122532717327142E-03
3	41	2.1122532717327142E-03
4	41	2.1122532717327142E-03
5	41	2.0912360005151103E-03
6	41	2.1122532717327142E-03
7	41	2.1122532717327142E-03
8	41	2.1122532717327142E-03
9	41	2.1122532717327142E-03
10	41	2.0912360005151103E-03
11	41	2.1122532717327142E-03
12	41	2.1122532717327142E-03
13	41	2.1122532717327142E-03
14	41	2.0912360005151103E-03
15	41	2.0912360005151103E-03
16	41	2.1122532717327142E-03
17	41	2.0912360005151103E-03
18	41	2.1334817700377081E-03
19	41	2.0912360005151103E-03
20	41	2.1334817700377081E-03
21	41	2.1122532717327142E-03
22	41	2.1122532717327142E-03
23	41	2.1122532717327142E-03
24	41	2.1765809607151255E-03
25	41	2.1549236182976149E-03
26	41	2.1549236182976149E-03
27	41	2.1549236182976149E-03
28	41	2.2205508127982939E-03
29	41	2.1765809607151255E-03
30	41	2.3578620064902329E-03
31	41	2.1984559630425313E-03
32	41	2.2428677194858034E-03
33	41	2.1334817700377081E-03
34	41	2.1549236182976149E-03
35	41	2.4296695950245975E-03
36	41	2.2428677194858034E-03
37	41	2.1984559630425313E-03
38	41	2.3815589136168707E-03
39	41	2.1122532717327142E-03
40	41	2.2881766529221693E-03
41	41	2.9380769802235503E-03
42	41	2.2205508127982939E-03
43	41	2.8798991580882430E-03
44	41	3.0579821764233073E-03
45	41	3.4135584433954303E-03
46	41	2.7669766969148509E-03
47	41	2.9676051447809441E-03
48	41	3.4478652761031265E-03
49	41	2.9974300723258312E-03
50	41	3.2797109023435730E-03
51	41	3.5885753273319477E-03
52	41	3.0275547453758153E-03
53	41	3.3795929693767124E-03
54	41	3.7350278646880674E-03
55	41	3.5885753273319477E-03
56	41	3.9265268383056242E-03
57	41	4.0867714384640666E-03
58	41	3.7725655187922052E-03
59	41	3.5528684062213619E-03
60	41	4.7958707102964213E-03
61	41	3.3126725448998926E-03
62	41	4.7481509994114776E-03
63	41	3.9659890890910649E-03
64	41	3.8104804325920370E-03
65	41	5.3002568358704021E-03
66	41	4.9915939069102170E-03
67	41	3.7350278646880674E-03
68	41	5.4616736876407787E-03
69	41	5.4073291264409599E-03
70	41	4.7958707102964213E-03
71	41	4.9915939069102170E-03
72	41	6.2824201408011177E-03
73	41	3.8487763976105429E-03
74	41	5.6845688192195950E-03
75	41	5.7994047268421414E-03
76	41	5.7416996856542021E-03
77	41	6.7379469990854670E-03
78	41	4.9915939069102170E-03
79	41	6.2824201408011177E-03
80	41	6.4737483182894049E-03
81	41	6.9431480347461145E-03
82	41	8.3959989674914706E-03
83	41	5.2475183991813846E-03
84	41	6.8740625574962482E-03
85	41	8.3124573819231187E-03
86	41	7.8283775492257734E-03
87	41	1.2525358621074385E-02
88	41	3.8104804325920370E-03
89	41	9.4664624017103231E-03
90	41	6.6045267093148112E-03
91	41	8.4803801599532685E-03
92	41	7.6733652878954893E-03
93	41	8.1478596976799888E-03
94	41	9.0047775824365593E-03
95	41	1.0780676072743084E-02
96	41	8.9151785484395535E-03
97	41	8.0667871390996144E-03
98	41	1.0357959717613696E-02
99	41	1.2400729220443406E-02
100	41	6.2199090159425728E-03
101	41	9.0047775824365593E-03
102	41	9.9518183078484198E-03
103	41	9.9518183078484198E-03
104	41	1.7774329953659442E-02
105	41	9.2790138870647437E-03
106	41	1.4122302410163962E-02
107	41	9.8527960611872571E-03
108	41	1.3981783153338308E-02
109	41	7.5970140275775670E-03
110	41	1.5452260123909515E-02
111	41	8.7386461854732905E-03
112	41	1.1562363287468536E-02
113	41	9.1866861562446642E-03
114	41	1.6082878822588433E-02
115	41	1.1562363287468536E-02
116	41	6.6709033062552743E-03
117	41	2.0650825181712566E-02
118	41	1.0673406553522925E-02
119	41	7.9865212659555023E-03
120	41	1.1447315850505711E-02
121	41	1.3842662086479501E-02
122	41	8.7386461854732905E-03
123	41	1.8133395236801075E-02
124	41	1.0051835744633586E-02
125	41	1.5452260123909515E-02
126	41	9.7547591023429032E-03
127	41	1.5146284873046980E-02
128	41	1.2906812580479873E-02
129	41	1.3568559012200934E-02
130	41	1.1562363287468536E-02
131	41	1.9643672553065292E-02
132	41	1.2906812580479873E-02
133	41	1.3981783153338308E-02
134	41	1.4122302410163962E-02
135	41	2.8155853680300106E-02
136	41	1.2400729220443406E-02
137	41	1.6082878822588433E-02
138	41	1.0357959717613696E-02
139	41	2.0040501061684014E-02
140	41	1.6907465652705279E-02
141	41	1.9841094744370288E-02
142	41	2.0858369425214716E-02
143	41	1.6907465652705279E-02
144	41	1.1447315850505711E-02
145	41	2.5991128778755347E-02
146	41	1.2906812580479873E-02
147	41	1.9643672553065292E-02
148	41	1.1795938519751562E-02
149	41	2.5732512726359940E-02
150	41	1.3842662086479501E-02
151	41	1.7597472415623393E-02
152	41	1.3299883542443767E-02
153	41	2.1493601345089923E-02
154	41	2.1493601345089923E-02
155	41	1.3704925297364945E-02
156	41	1.5764416484854486E-02
157	41	2.4477523271652670E-02
158	41	1.3167547490079751E-02
159	41	1.6739233558580632E-02
160	41	2.0650825181712566E-02
161	41	2.3052063287225571E-02
162	41	1.6907465652705279E-02
163	41	2.1279736438377168E-02
164	41	2.1927800894261620E-02
165	41	2.3283740374897010E-02
166	41	2.1927800894261620E-02
167	41	1.8873433135151486E-02
168	41	3.5436957721598640E-02
169	41	1.5764416484854486E-02
170	41	3.2386940772907040E-02
171	41	2.4972002042276155E-02
172	41	7.2991308467885829E-03
173	41	2.4477523271652670E-02
174	41	1.8315638888734179E-02
175	41	2.1709615629848571E-02
176	41	2.3052063287225571E-02
177	41	1.6244514441949871E-02
178	41	2.0650825181712566E-02
179	41	2.3517745856009107E-02
180	41	2.3052063287225571E-02
181	41	6.4570346893168470E-02
182	41	9.7547591023429032E-03
183	41	2.5732512726359940E-02
184	41	2.4477523271652670E-02
185	41	1.5146284873046980E-02
186	41	2.2370771856165601E-02
187	41	1.7774329953659442E-02
188	41	9.2550577510343290E-02
189	41	7.8283775492257734E-03
190	41	2.6782676492638175E-02
191	41	1.7597472415623393E-02
192	41	2.3754103131304997E-02
193	41	2.3754103131304997E-02
194	41	8.6293586499370495E-02
195	41	6.1580198871688972E-03
196	41	2.3992835836709175E-02
197	41	2.8724639654239433E-02
198	41	4.8315638126067789E-02
199	41	2.2148178957037315E-02
200	41	1.0051835744633586E-02
201	41	2.7875698255247015E-02
202	41	2.0241911445804391E-02
203	41	2.6782676492638175E-02
204	41	6.5874754426402948E-02
205	41	9.4664624017103231E-03
206	41	3.4047454734599344E-02
0	42	0.000E+000
1	42	2.1122532717327142E-03
2	42	2.1122532717327142E-03
3	42	2.1122532717327142E-03
4	42	2.1122532717327142E-03
5	42	2.1122532717327142E-03
6	42	2.1122532717327142E-03
7	42	2.0912360005151103E-03
8	42	2.1122532717327142E-03
9	42	2.1122532717327142E-03
10	42	2.0912360005151103E-03
11	42	2.1122532717327142E-03
12	42	2.0912360005151103E-03
13	42	2.1122532717327142E-03
14	42	2.1122532717327142E-03
15	42	2.0912360005151103E-03
16	42	2.1122532717327142E-03
17	42	2.0912360005151103E-03
18	42	2.1122532717327142E-03
19	42	2.1122532717327142E-03
20	42	2.1122532717327142E-03
21	42	2.0912360005151103E-03
22	42	2.1122532717327142E-03
23	42	2.1334817700377081E-03
24	42	2.1334817700377081E-03
25	42	2.2205508127982939E-03
26	42	2.1122532717327142E-03
27	42	2.2205508127982939E-03
28	42	2.1549236182976149E-03
29	42	2.2654089148143220E-03
30	42	2.1122532717327142E-03
31	42	2.2654089148143220E-03
32	42	2.4054939786195095E-03
33	42	2.0294306362957340E-03
34	42	2.1549236182976149E-03
35	42	2.4296695950245975E-03
36	42	2.0092374640700602E-03
37	42	2.5542414189929983E-03
38	42	1.9304541362277093E-03
39	42	2.4054939786195095E-03
40	42	2.4296695950245975E-03
41	42	2.1765809607151255E-03
42	42	2.3815589136168707E-03
43	42	2.7669766969148509E-03
44	42	3.0275547453758153E-03
45	42	3.0887154082367687E-03
46	42	2.7121868873866434E-03
47	42	3.2470772336105863E-03
48	42	3.3459654574712720E-03
49	42	3.1827807965096669E-03
50	42	2.5542414189929983E-03
51	42	3.7350278646880674E-03
52	42	3.1827807965096669E-03
53	42	2.6584819887763671E-03
54	42	3.6246411089657558E-03
55	42	4.6541313102832719E-03
56	42	2.8798991580882430E-03
57	42	3.4478652761031265E-03
58	42	4.7481509994114776E-03
59	42	3.4478652761031265E-03
60	42	4.0058479420904203E-03
61	42	3.7350278646880674E-03
62	42	3.8104804325920370E-03
63	42	4.3394832707388947E-03
64	42	4.3830958026687761E-03
65	42	4.4716402113483319E-03
66	42	4.3830958026687761E-03
67	42	4.9915939069102170E-03
68	42	5.1436105730303834E-03
69	42	3.6978637164829320E-03
70	42	5.5720068149199926E-03
71	42	4.7009061075832760E-03
72	42	6.2824201408011177E-03
73	42	3.9659890890910649E-03
74	42	5.3002568358704021E-03
75	42	5.3002568358704021E-03
76	42	5.2475183991813846E-03
77	42	4.8927537252394758E-03
78	42	7.2991308467885829E-03
79	42	4.7009061075832760E-03
80	42	5.5720068149199926E-03
81	42	7.1545983723145792E-03
82	42	5.1436105730303834E-03
83	42	5.0417602596909790E-03
84	42	7.2265032813764625E-03
85	42	1.0152858373369763E-02
86	42	4.7481509994114776E-03
87	42	7.0834089290521185E-03
88	42	8.0667871390996144E-03
89	42	6.8056644922305431E-03
90	42	6.5388105705490637E-03
91	42	9.7547591023429032E-03
92	42	6.8740625574962482E-03
93	42	9.0047775824365593E-03
94	42	6.6709033062552743E-03
95	42	7.7504838911366921E-03
96	42	1.1795938519751562E-02
97	42	7.9865212659555023E-03
98	42	1.1108996538242306E-02
99	42	8.7386461854732905E-03
100	42	1.0254896296404022E-02
101	42	8.1478596976799888E-03
102	42	1.2906812580479873E-02
103	42	1.0889023668554451E-02
104	42	7.0129278325854246E-03
105	42	8.7386461854732905E-03
106	42	1.4122302410163962E-02
107	42	8.3959989674914706E-03
108	42	1.7249019115346279E-02
109	42	8.4803801599532685E-03
110	42	9.9518183078484198E-03
111	42	8.9151785484395535E-03
112	42	1.3433549594245314E-02
113	42	8.3124573819231187E-03
114	42	1.2525358621074385E-02
115	42	1.2034232284723775E-02
116	42	1.1333413154667387E-02
117	42	1.1108996538242306E-02
118	42	1.2400729220443406E-02
119	42	1.0780676072743084E-02
120	42	1.0254896296404022E-02
121	42	1.6572675401761255E-02
122	42	7.2991308467885829E-03
123	42	1.0780676072743084E-02
124	42	1.4122302410163962E-02
125	42	1.0998460175806881E-02
126	42	1.2906812580479873E-02
127	42	1.1678566970395442E-02
128	42	1.2651240568005305E-02
129	42	1.2155178329914935E-02
130	42	1.5922851504511698E-02
131	42	1.0780676072743084E-02
132	42	1.8873433135151486E-02
133	42	1.0357959717613696E-02
134	42	1.4122302410163962E-02
135	42	1.6739233558580632E-02
136	42	1.4264233908999256E-02
137	42	1.5146284873046980E-02
138	42	1.6739233558580632E-02
139	42	1.8685639337732773E-02
140	42	9.9518183078484198E-03
141	42	1.7952964939502866E-02
142	42	2.0241911445804391E-02
143	42	1.6082878822588433E-02
144	42	2.0650825181712566E-02
145	42	1.3568559012200934E-02
146	42	2.3517745856009107E-02
147	42	1.1678566970395442E-02
148	42	1.9448214745385391E-02
149	42	1.5298507566725518E-02
150	42	2.3992835836709175E-02
151	42	1.5607557919982831E-02
152	42	1.4846368338086832E-02
153	42	2.5476469946681016E-02
154	42	9.4664624017103231E-03
155	42	2.1067999523041434E-02
156	42	1.7077388507484793E-02
157	42	1.5146284873046980E-02
158	42	2.3283740374897010E-02
159	42	1.1447315850505711E-02
160	42	1.9254701775386920E-02
161	42	1.7077388507484793E-02
162	42	4.6421154857431271E-02
163	42	5.9165604736818572E-03
164	42	1.8873433135151486E-02
165	42	2.0241911445804391E-02
166	42	2.1709615629848571E-02
167	42	3.4735258944738563E-02
168	42	1.1562363287468536E-02
169	42	5.5576212611483058E-02
170	42	1.5764416484854486E-02
171	42	2.0241911445804391E-02
172	42	2.6782676492638175E-02
173	42	1.1447315850505711E-02
174	42	2.2822691425092981E-02
175	42	1.7077388507484793E-02
176	42	2.4723526470339388E-02
177	42	9.7547591023429032E-03
178	42	6.9252225309345994E-02
179	42	8.9151785484395535E-03
180	42	1.8133395236801075E-02
181	42	3.9557498788398725E-02
182	42	2.1927800894261620E-02
183	42	5.8425665964500828E-02
184	42	6.4093334462563831E-03
185	42	1.8133395236801075E-02
186	42	3.1745636378067939E-02
187	42	5.2339705948432381E-02
188	42	8.0667871390996144E-03
189	42	1.8315638888734179E-02
190	42	6.7205512739749756E-02
191	42	2.8155853680300106E-02
192	42	2.2595601851121864E-02
193	42	1.3299883542443767E-02
194	42	3.6516173753740402E-02
195	42	8.6516952031206341E-03
196	42	4.5959256649044204E-02
197	42	2.9304915867040759E-02
198	42	7.7504838911366921E-03
199	42	6.2662004742153152E-02
200	42	1.1678566970395442E-02
201	42	3.7628256807176221E-02
202	42	1.5922851504511698E-02
203	42	1.2906812580479873E-02
204	42	4.6421154857431271E-02
205	42	3.3041200375886932E-02
206	42	1.7774329953659442E-02
207	42	2.3517745856009107E-02
208	42	2.6516184408894181E-02
209	42	1.6572675401761255E-02
210	42	1.3981783153338308E-02
211	42	4.8315638126067789E-02
0	43	0.000E+000
1	43	2.1122532717327142E-03
2	43	2.1122532717327142E-03
3	43	2.1122532717327142E-03
4	43	2.1122532717327142E-03
5	43	2.1122532717327142E-03
6	43	2.1122532717327142E-03
7	43	2.1122532717327142E-03
8	43	2.1122532717327142E-03
9	43	2.0912360005151103E-03
10	43	2.0912360005151103E-03
11	43	2.1122532717327142E-03
12	43	2.0912360005151103E-03
13	43	2.1122532717327142E-03
14	43	2.0912360005151103E-03
15	43	2.1122532717327142E-03
16	43	2.1122532717327142E-03
17	43	2.0912360005151103E-03
18	43	2.1122532717327142E-03
19	43	2.0912360005151103E-03
20	43	2.1334817700377081E-03
21	43	2.1122532717327142E-03
22	43	2.1122532717327142E-03
23	43	2.0912360005151103E-03
24	43	2.1122532717327142E-03
25	43	2.1334817700377081E-03
26	43	2.2205508127982939E-03
27	43	2.1765809607151255E-03
28	43	2.1334817700377081E-03
29	43	2.2205508127982939E-03
30	43	2.1549236182976149E-03
31	43	2.2654089148143220E-03
32	43	2.1549236182976149E-03
33	43	2.2205508127982939E-03
34	43	2.2881766529221693E-03
35	43	2.3111732106021292E-03
36	43	1.9694518966397014E-03
37	43	2.4296695950245975E-03
38	43	2.2428677194858034E-03
39	43	2.2428677194858034E-03
40	43	2.1984559630425313E-03
41	43	2.2205508127982939E-03
42	43	2.2428677194858034E-03
43	43	2.2428677194858034E-03
44	43	2.7947852750368437E-03
45	43	3.1197575141649948E-03
46	43	2.7669766969148509E-03
47	43	3.0579821764233073E-03
48	43	3.0579821764233073E-03
49	43	2.9974300723258312E-03
50	43	3.0275547453758153E-03
51	43	3.4135584433954303E-03
52	43	2.8512436826796323E-03
53	43	3.1827807965096669E-03
54	43	2.8798991580882430E-03
55	43	4.3830958026687761E-03
56	43	2.4054939786195095E-03
57	43	5.1953047187052312E-03
58	43	3.1827807965096669E-03
59	43	2.8798991580882430E-03
60	43	5.0417602596909790E-03
61	43	3.9265268383056242E-03
62	43	3.9659890890910649E-03
63	43	3.4135584433954303E-03
64	43	4.9419267176798220E-03
65	43	3.9265268383056242E-03
66	43	3.6246411089657558E-03
67	43	5.0417602596909790E-03
68	43	3.5885753273319477E-03
69	43	4.8927537252394758E-03
70	43	4.9419267176798220E-03
71	43	4.8927537252394758E-03
72	43	3.4825168982116632E-03
73	43	5.4616736876407787E-03
74	43	6.6045267093148112E-03
75	43	4.0867714384640666E-03
76	43	5.2475183991813846E-03
77	43	4.7958707102964213E-03
78	43	5.5165644207607716E-03
79	43	6.0967465655156379E-03
80	43	4.6541313102832719E-03
81	43	6.8740625574962482E-03
82	43	4.5619733357350964E-03
83	43	5.9165604736818572E-03
84	43	7.0129278325854246E-03
85	43	4.8927537252394758E-03
86	43	6.3455595129091160E-03
87	43	7.6733652878954893E-03
88	43	6.1580198871688972E-03
89	43	7.8283775492257734E-03
90	43	5.9165604736818572E-03
91	43	6.8740625574962482E-03
92	43	7.8283775492257734E-03
93	43	8.4803801599532685E-03
94	43	7.0834089290521185E-03
95	43	8.0667871390996144E-03
96	43	7.3724883313680120E-03
97	43	7.7504838911366921E-03
98	43	7.5214224749932702E-03
99	43	8.7386461854732905E-03
100	43	1.2034232284723775E-02
101	43	8.9151785484395535E-03
102	43	1.1795938519751562E-02
103	43	7.2265032813764625E-03
104	43	1.2778387649535761E-02
105	43	1.0889023668554451E-02
106	43	8.3124573819231187E-03
107	43	1.0998460175806881E-02
108	43	1.2155178329914935E-02
109	43	1.1795938519751562E-02
110	43	6.8740625574962482E-03
111	43	8.1478596976799888E-03
